,age,gender,country,mental_health,family_history,treatment,self_employed,work_interfere,no_employees,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,coworkers,obs_neg_response,obs_pos_response,mental_vs_physical,mental_health_interview,physical_importance,mental_importance,supervisor,neg_consequence_coworker,age_range
1523,27.0,trans,United States of America,Yes,Yes,yes,no,Sometimes,More than 1000,no,yes,No,yes,Yes,I don't know,I don't know,No,Maybe/Not sure,Maybe/Not sure,Physical health,Maybe,8.0,5.0,Maybe,Yes,26-42
1524,40.0,male,United States of America,Possibly,I don't know,yes,no,Rarely,6-25,yes,I don't know,No,no,No,I don't know,Somewhat easy,Maybe,No,No,Physical health,No,4.0,3.0,Maybe,No,26-42
1525,38.0,trans,United States of America,Yes,Yes,yes,no,Sometimes,More than 1000,no,yes,Yes,yes,Yes,Yes,Very easy,Yes,"Yes, I experienced","Yes, I experienced",Same level of comfort for each,Maybe,8.0,7.0,Yes,No,26-42
1526,34.0,male,United States of America,Yes,Yes,yes,no,Sometimes,500-1000,yes,yes,Yes,yes,Yes,Yes,Somewhat easy,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,No,7.0,5.0,Yes,No,26-42
1527,27.0,female,United States of America,Yes,I don't know,yes,no,Sometimes,26-100,yes,yes,Yes,no,No,I don't know,I don't know,Maybe,Maybe/Not sure,No,Same level of comfort for each,No,8.0,4.0,No,Yes,26-42
1528,34.0,male,United States of America,Possibly,No,yes,no,Sometimes,More than 1000,no,yes,No,no,I don't know,I don't know,I don't know,No,No,No,Physical health,No,8.0,6.0,Maybe,No,26-42
1529,26.0,male,United States of America,No,Yes,no,no,Not applicable to me,26-100,yes,no,No,no,No,I don't know,Very easy,Maybe,No,No,Same level of comfort for each,No,3.0,0.0,Maybe,No,26-42
1530,33.0,female,United States of America,Yes,Yes,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,No,Physical health,No,7.0,5.0,Yes,Maybe,26-42
1531,39.0,male,United States of America,Yes,Yes,yes,no,Rarely,100-500,yes,yes,No,no,Yes,Yes,Very easy,Yes,"Yes, I observed","Yes, I experienced",Same level of comfort for each,Maybe,7.0,4.0,Yes,No,26-42
1532,33.0,trans,United Kingdom,Yes,Yes,yes,no,Sometimes,100-500,no,no,No,yes,Yes,I don't know,Somewhat easy,Yes,"Yes, I experienced","Yes, I experienced",Same level of comfort for each,No,3.0,3.0,Yes,No,26-42
1533,37.0,male,United States of America,Yes,Yes,yes,no,Sometimes,500-1000,no,yes,Yes,no,No,I don't know,I don't know,Maybe,No,"Yes, I experienced",Physical health,No,7.0,1.0,No,No,26-42
1534,30.0,male,United States of America,No,I don't know,no,no,Not applicable to me,26-100,no,I don't know,No,yes,I don't know,I don't know,Somewhat easy,No,No,Maybe/Not sure,Physical health,No,5.0,5.0,Maybe,No,26-42
1535,22.0,male,United Kingdom,No,Yes,no,no,Not applicable to me,6-25,yes,no,No,no,No,I don't know,Very easy,Yes,No,No,Mental health,Maybe,3.0,3.0,Maybe,No,22-25
1536,29.0,male,United States of America,Yes,Yes,yes,yes,Rarely,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,No,7.0,5.0,Yes,No,26-42
1537,51.0,female,United States of America,No,No,no,no,Not applicable to me,6-25,yes,I don't know,No,no,I don't know,I don't know,Very easy,Yes,No,Maybe/Not sure,Same level of comfort for each,Maybe,6.0,8.0,Yes,No,43-100
1538,24.0,male,United States of America,Yes,Yes,yes,no,Sometimes,More than 1000,no,yes,Yes,I don't know,I don't know,I don't know,Somewhat difficult,No,Maybe/Not sure,Maybe/Not sure,Physical health,No,5.0,5.0,No,Yes,22-25
1539,37.0,male,United States of America,Yes,I don't know,yes,no,Rarely,More than 1000,yes,yes,No,no,Yes,Yes,Somewhat easy,No,No,Maybe/Not sure,Physical health,No,6.0,6.0,Maybe,No,26-42
1540,46.0,male,United States of America,No,No,no,no,Not applicable to me,500-1000,no,yes,Yes,no,Yes,Yes,Very easy,Yes,No,Maybe/Not sure,Physical health,Maybe,9.0,9.0,Yes,No,43-100
1541,43.0,male,Canada,Possibly,Yes,yes,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,No,Physical health,No,7.0,5.0,Yes,Yes,43-100
1542,50.0,male,United States of America,Yes,I don't know,yes,no,Rarely,More than 1000,no,yes,Yes,no,No,I don't know,Neither easy nor difficult,No,No,"Yes, I experienced",Same level of comfort for each,No,2.0,2.0,Maybe,No,43-100
1543,30.0,male,United States of America,Yes,Yes,yes,no,Sometimes,100-500,yes,yes,No,I don't know,Yes,I don't know,Neither easy nor difficult,Maybe,"Yes, I observed","Yes, I experienced",Physical health,Maybe,6.0,5.0,Yes,No,26-42
1544,27.0,male,United States of America,No,Yes,no,no,Sometimes,26-100,yes,I don't know,No,no,No,I don't know,Very easy,Yes,Maybe/Not sure,Maybe/Not sure,Same level of comfort for each,Maybe,0.0,5.0,Yes,No,26-42
1545,31.0,male,United Kingdom,Don't Know,No,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,No,Physical health,No,7.0,5.0,Yes,No,26-42
1546,32.0,male,United States of America,Yes,Yes,yes,no,Sometimes,More than 1000,yes,yes,Yes,I don't know,I don't know,I don't know,I don't know,Yes,"Yes, I experienced",Maybe/Not sure,Same level of comfort for each,No,8.0,7.0,Yes,No,26-42
1547,34.0,male,United States of America,Yes,Yes,yes,no,Sometimes,6-25,yes,yes,Yes,no,No,I don't know,Very easy,No,No,No,Physical health,No,0.0,0.0,Yes,No,26-42
1548,49.0,male,United States of America,Possibly,Yes,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I observed",No,Physical health,No,7.0,5.0,Yes,Maybe,43-100
1549,37.0,male,Canada,Possibly,I don't know,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,No,7.0,5.0,Yes,No,26-42
1550,35.0,trans,United States of America,Yes,Yes,yes,no,Sometimes,500-1000,yes,yes,Yes,no,Yes,I don't know,Very easy,Yes,No,Maybe/Not sure,Same level of comfort for each,No,6.0,6.0,Yes,No,26-42
1551,33.0,trans,Switzerland,Yes,I don't know,yes,no,Sometimes,100-500,yes,no,No,no,No,I don't know,Neither easy nor difficult,Yes,"Yes, I experienced","Yes, I observed",Physical health,No,7.0,6.0,Maybe,No,26-42
1552,32.0,male,India,No,No,no,no,Not applicable to me,26-100,yes,no,No,yes,No,Yes,Neither easy nor difficult,Yes,No,No,Physical health,No,7.0,9.0,No,No,26-42
1553,31.0,male,United States of America,No,No,no,no,Not applicable to me,More than 1000,no,yes,Yes,yes,Yes,I don't know,Neither easy nor difficult,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,No,6.0,5.0,Maybe,No,26-42
1554,33.0,male,United States of America,Yes,Yes,yes,no,Sometimes,More than 1000,no,yes,Yes,no,No,Yes,Neither easy nor difficult,No,"Yes, I observed",Maybe/Not sure,Physical health,No,7.0,4.0,No,Yes,26-42
1555,40.0,female,United States of America,Yes,Yes,yes,no,Sometimes,More than 1000,yes,yes,Yes,no,No,I don't know,Difficult,No,Maybe/Not sure,Maybe/Not sure,Physical health,No,3.0,0.0,No,No,26-42
1556,40.0,male,United States of America,No,Yes,no,no,Not applicable to me,500-1000,yes,yes,Yes,no,Yes,I don't know,Neither easy nor difficult,Yes,No,"Yes, I observed",Physical health,Maybe,7.0,7.0,Yes,No,26-42
1557,56.0,male,United States of America,No,No,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I observed",No,Physical health,No,7.0,5.0,Yes,Maybe,43-100
1558,28.0,trans,United States of America,Yes,Yes,yes,no,Sometimes,26-100,yes,yes,Yes,no,No,I don't know,Somewhat easy,Maybe,"Yes, I experienced","Yes, I experienced",Physical health,No,5.0,5.0,Maybe,No,26-42
1559,25.0,male,United States of America,No,I don't know,no,no,Not applicable to me,1-5,no,I don't know,No,no,No,I don't know,Difficult,No,"Yes, I observed",Maybe/Not sure,Physical health,No,6.0,3.0,No,No,22-25
1560,48.0,male,United States of America,Yes,Yes,yes,no,Never,6-25,yes,yes,Yes,yes,Yes,Yes,Somewhat easy,Yes,No,"Yes, I experienced",Same level of comfort for each,Yes,7.0,7.0,Yes,No,43-100
1561,43.0,trans,United States of America,Yes,Yes,yes,no,Rarely,More than 1000,no,yes,Yes,yes,Yes,I don't know,Difficult,Maybe,Maybe/Not sure,"Yes, I observed",Physical health,No,7.0,5.0,Maybe,Yes,43-100
1562,29.0,male,United States of America,No,Yes,no,no,Not applicable to me,26-100,yes,yes,Yes,no,No,I don't know,Somewhat easy,Maybe,No,Maybe/Not sure,Physical health,No,7.0,7.0,Maybe,Maybe,26-42
1563,36.0,trans,United States of America,Yes,I don't know,yes,no,Rarely,More than 1000,no,no,No,yes,Yes,I don't know,Neither easy nor difficult,Yes,Maybe/Not sure,"Yes, I experienced",Same level of comfort for each,Maybe,10.0,7.0,Maybe,No,26-42
1564,34.0,male,United States of America,Yes,Yes,yes,no,Often,100-500,yes,yes,Yes,no,I don't know,Yes,Very easy,Maybe,Maybe/Not sure,"Yes, I experienced",Physical health,No,9.0,4.0,Maybe,No,26-42
1565,31.0,female,United States of America,Possibly,I don't know,yes,no,Sometimes,26-100,yes,no,Yes,no,I don't know,I don't know,I don't know,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,No,8.0,7.0,Maybe,Yes,26-42
1566,33.0,male,United Kingdom,No,No,no,no,Not applicable to me,More than 1000,yes,yes,No,I don't know,No,I don't know,Somewhat easy,Yes,No,No,Same level of comfort for each,No,7.0,7.0,Maybe,No,26-42
1567,49.0,male,United States of America,Don't Know,I don't know,yes,no,Not applicable to me,More than 1000,no,yes,Yes,yes,Yes,I don't know,Difficult,No,No,No,Physical health,No,6.0,6.0,No,No,43-100
1568,38.0,male,United Kingdom,Possibly,Yes,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I observed",No,Physical health,No,7.0,5.0,Yes,Maybe,26-42
1569,30.0,female,Australia,No,No,no,no,Not applicable to me,6-25,yes,no,No,no,No,I don't know,Somewhat difficult,No,"Yes, I experienced","Yes, I experienced",Physical health,No,7.0,7.0,No,No,26-42
1570,36.0,male,United Kingdom,Yes,Yes,yes,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,No,Physical health,Maybe,7.0,5.0,Yes,No,26-42
1571,32.0,female,United States of America,Yes,Yes,yes,no,Sometimes,100-500,no,yes,Yes,yes,Yes,I don't know,Somewhat difficult,Maybe,Maybe/Not sure,No,Physical health,No,5.0,5.0,No,No,26-42
1572,36.0,male,United States of America,Don't Know,Yes,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,No,Physical health,No,7.0,5.0,Yes,No,26-42
1573,40.0,trans,United States of America,Yes,No,yes,no,Never,100-500,yes,yes,No,no,No,I don't know,I don't know,Maybe,Maybe/Not sure,No,Physical health,No,8.0,4.0,No,No,26-42
1574,28.0,male,United Kingdom,No,No,yes,no,Rarely,26-100,yes,no,No,no,No,I don't know,Somewhat easy,Yes,No,"Yes, I experienced",Physical health,Maybe,8.0,8.0,Yes,No,26-42
1575,21.0,female,India,Possibly,No,no,no,Not applicable to me,More than 1000,yes,no,No,I don't know,I don't know,I don't know,Difficult,No,No,No,Physical health,No,8.0,4.0,No,No,18-21
1576,46.0,male,United States of America,Yes,Yes,yes,no,Often,500-1000,yes,yes,Yes,yes,Yes,I don't know,Somewhat easy,Yes,Maybe/Not sure,"Yes, I observed",Same level of comfort for each,No,7.0,5.0,Maybe,No,43-100
1577,20.0,male,Germany,Yes,Yes,yes,no,Rarely,6-25,yes,no,No,no,No,I don't know,Neither easy nor difficult,Maybe,No,No,Physical health,Maybe,10.0,6.0,Maybe,No,18-21
1578,30.0,male,United States of America,Yes,I don't know,yes,no,Rarely,More than 1000,no,yes,Yes,I don't know,Yes,I don't know,Very easy,Maybe,"Yes, I experienced",Maybe/Not sure,Physical health,Yes,8.0,6.0,Yes,No,26-42
1579,44.0,female,United States of America,No,No,yes,no,Rarely,100-500,yes,I don't know,No,yes,I don't know,I don't know,Somewhat easy,Maybe,No,No,Same level of comfort for each,Maybe,8.0,8.0,Yes,No,43-100
1580,34.0,male,United Kingdom,Yes,I don't know,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,Yes,7.0,5.0,Yes,No,26-42
1581,38.0,female,United States of America,Yes,Yes,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I observed",Maybe/Not sure,Physical health,No,7.0,5.0,Yes,No,26-42
1582,35.0,male,United States of America,Yes,I don't know,yes,no,Sometimes,6-25,yes,I don't know,No,I don't know,No,I don't know,I don't know,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,No,7.0,5.0,Maybe,Yes,26-42
1583,45.0,female,United States of America,Possibly,Yes,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,No,7.0,5.0,Yes,No,43-100
1584,35.0,male,United Kingdom,Yes,I don't know,yes,no,Often,100-500,yes,I don't know,No,no,No,I don't know,Very easy,Yes,No,"Yes, I experienced",Same level of comfort for each,No,7.0,7.0,Yes,No,26-42
1585,30.0,male,United States of America,No,No,no,no,Not applicable to me,6-25,yes,yes,No,no,No,I don't know,I don't know,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,Maybe,10.0,8.0,Maybe,No,26-42
1586,22.0,female,United States of America,No,Yes,yes,no,Not applicable to me,100-500,yes,I don't know,No,no,I don't know,Yes,Very easy,Yes,"Yes, I observed","Yes, I observed",Physical health,No,7.0,7.0,Yes,No,22-25
1587,33.0,male,United States of America,No,Yes,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,No,Physical health,Maybe,7.0,5.0,Yes,Yes,26-42
1588,30.0,male,India,Possibly,I don't know,no,yes,Never,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,No,Physical health,No,7.0,5.0,Yes,No,26-42
1589,41.0,male,United States of America,No,Yes,no,no,Not applicable to me,100-500,yes,yes,Yes,no,Yes,I don't know,Difficult,Maybe,No,No,Physical health,No,7.0,7.0,No,No,26-42
1590,32.0,male,United States of America,No,No,no,no,Not applicable to me,26-100,yes,I don't know,No,I don't know,I don't know,I don't know,Neither easy nor difficult,No,No,Maybe/Not sure,Physical health,Maybe,4.0,4.0,Maybe,Yes,26-42
1591,48.0,male,United States of America,No,No,no,no,Not applicable to me,100-500,yes,yes,Yes,no,I don't know,I don't know,Very easy,Maybe,No,No,Physical health,No,8.0,8.0,Yes,No,43-100
1592,32.0,male,Germany,No,Yes,yes,no,Rarely,26-100,yes,yes,No,no,No,I don't know,Neither easy nor difficult,Maybe,"Yes, I observed",Maybe/Not sure,Physical health,No,8.0,0.0,No,Yes,26-42
1593,30.0,male,United States of America,Possibly,I don't know,no,no,Not applicable to me,500-1000,no,I don't know,No,no,I don't know,I don't know,I don't know,Maybe,No,No,Physical health,No,8.0,5.0,No,No,26-42
1594,45.0,female,United States of America,Yes,Yes,yes,no,Rarely,26-100,no,yes,No,no,No,Yes,Difficult,Maybe,Maybe/Not sure,No,Physical health,Maybe,7.0,3.0,Yes,No,43-100
1595,31.0,female,United States of America,Yes,Yes,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,"Yes, I experienced",Physical health,No,7.0,5.0,Yes,No,26-42
1597,30.0,male,United States of America,Yes,I don't know,yes,no,Rarely,More than 1000,no,I don't know,No,no,No,I don't know,I don't know,Yes,No,No,Same level of comfort for each,No,9.0,0.0,Yes,No,26-42
1598,32.0,male,United States of America,Yes,I don't know,yes,no,Rarely,6-25,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,No,Physical health,No,3.0,3.0,No,No,26-42
1599,37.0,female,United States of America,Yes,Yes,yes,no,Rarely,100-500,yes,yes,Yes,no,No,I don't know,Somewhat easy,Maybe,"Yes, I experienced","Yes, I observed",Physical health,No,5.0,4.0,No,Maybe,26-42
1600,30.0,male,United States of America,Possibly,Yes,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I observed",No,Physical health,No,7.0,5.0,Yes,Yes,26-42
1601,31.0,trans,Netherlands,Yes,I don't know,yes,yes,Rarely,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,No,7.0,5.0,Yes,No,26-42
1602,30.0,male,United States of America,No,No,yes,no,Not applicable to me,6-25,yes,yes,No,no,No,Yes,Very easy,Yes,No,No,Same level of comfort for each,No,0.0,0.0,Yes,No,26-42
1603,35.0,female,United Kingdom,Possibly,I don't know,yes,no,Often,100-500,yes,no,No,no,No,No,Somewhat difficult,Maybe,Maybe/Not sure,"Yes, I observed",Physical health,No,7.0,3.0,Maybe,No,26-42
1604,37.0,male,United States of America,No,I don't know,yes,no,Not applicable to me,More than 1000,yes,yes,No,I don't know,I don't know,I don't know,I don't know,Maybe,No,"Yes, I experienced",Physical health,Maybe,7.0,5.0,Maybe,No,26-42
1605,26.0,male,United Kingdom,Possibly,Yes,yes,no,Rarely,26-100,yes,no,Yes,no,No,Yes,Neither easy nor difficult,Yes,"Yes, I experienced","Yes, I experienced",Physical health,No,5.0,4.0,Maybe,No,26-42
1606,50.0,male,United States of America,Possibly,Yes,yes,no,Rarely,26-100,yes,yes,Yes,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,"Yes, I observed",Same level of comfort for each,No,3.0,3.0,Maybe,Maybe,43-100
1607,32.0,male,United States of America,Possibly,I don't know,no,no,Not applicable to me,6-25,yes,I don't know,No,no,No,I don't know,Somewhat easy,No,Maybe/Not sure,Maybe/Not sure,Physical health,No,2.0,2.0,Maybe,Maybe,26-42
1608,32.0,male,United States of America,No,No,no,no,Not applicable to me,100-500,yes,I don't know,No,I don't know,Yes,Yes,Very easy,Yes,No,Maybe/Not sure,Same level of comfort for each,No,8.0,8.0,Yes,No,26-42
1609,23.0,male,United States of America,No,No,no,no,Not applicable to me,1-5,yes,no,No,no,No,No,Somewhat difficult,Maybe,No,No,Physical health,No,2.0,2.0,Maybe,No,22-25
1610,40.0,male,United States of America,Possibly,Yes,yes,no,Sometimes,26-100,yes,I don't know,No,I don't know,Yes,I don't know,I don't know,Maybe,"Yes, I observed",Maybe/Not sure,Physical health,No,5.0,4.0,No,Maybe,26-42
1611,36.0,male,United States of America,No,No,no,no,Not applicable to me,1-5,yes,I don't know,No,no,I don't know,I don't know,Somewhat difficult,Maybe,No,No,Physical health,No,0.0,0.0,Maybe,No,26-42
1612,24.0,female,United States of America,Yes,Yes,no,no,Sometimes,26-100,yes,I don't know,No,I don't know,No,I don't know,I don't know,Yes,No,"Yes, I observed",Same level of comfort for each,No,5.0,5.0,Maybe,No,22-25
1613,29.0,female,United States of America,No,No,no,no,Not applicable to me,6-25,yes,yes,No,no,I don't know,I don't know,I don't know,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,Maybe,7.0,7.0,Yes,No,26-42
1614,28.0,male,United States of America,No,I don't know,no,no,Not applicable to me,26-100,yes,yes,No,no,I don't know,I don't know,I don't know,Yes,No,No,Physical health,Maybe,6.0,2.0,Maybe,No,26-42
1615,51.0,male,United States of America,No,No,no,no,Sometimes,26-100,yes,no,Yes,no,I don't know,Yes,Somewhat easy,No,No,No,Same level of comfort for each,Maybe,8.0,6.0,Yes,No,43-100
1616,36.0,male,United States of America,No,Yes,no,no,Not applicable to me,26-100,yes,I don't know,No,no,I don't know,Yes,Very easy,Maybe,No,"Yes, I observed",Same level of comfort for each,No,5.0,5.0,Yes,No,26-42
1617,40.0,male,United States of America,No,No,no,no,Not applicable to me,26-100,yes,yes,No,no,Yes,Yes,Somewhat easy,Maybe,No,"Yes, I observed",Physical health,No,6.0,6.0,Maybe,No,26-42
1618,39.0,male,Canada,Possibly,I don't know,yes,no,Sometimes,100-500,yes,yes,No,no,Yes,I don't know,Somewhat difficult,Maybe,"Yes, I observed",Maybe/Not sure,Physical health,No,8.0,5.0,No,No,26-42
1619,32.0,male,Netherlands,No,No,no,no,Sometimes,100-500,yes,I don't know,No,I don't know,I don't know,I don't know,Somewhat easy,Maybe,No,"Yes, I observed",Same level of comfort for each,Maybe,6.0,7.0,Yes,No,26-42
1620,45.0,male,United States of America,Possibly,Yes,no,no,Never,100-500,no,no,No,yes,No,No,Neither easy nor difficult,No,Maybe/Not sure,Maybe/Not sure,Physical health,No,5.0,1.0,No,No,43-100
1621,39.0,male,United States of America,No,Yes,no,no,Not applicable to me,500-1000,yes,I don't know,No,I don't know,I don't know,I don't know,Neither easy nor difficult,Maybe,No,No,Same level of comfort for each,No,5.0,5.0,Yes,No,26-42
1622,33.0,male,United States of America,Yes,I don't know,yes,yes,Often,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,No,Physical health,No,7.0,5.0,Yes,No,26-42
1623,46.0,male,United States of America,Yes,I don't know,yes,no,Sometimes,More than 1000,yes,yes,Yes,yes,Yes,Yes,Neither easy nor difficult,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,No,7.0,5.0,Maybe,No,43-100
